innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiant,AM Rahane,56,43,5,1,130.23,lbw b KV Sharma,1
1,Rising Pune Supergiant,RA Tripathi,0,2,0,0,0.0,b MJ McClenaghan,2
1,Rising Pune Supergiant,SPD Smith,1,2,0,0,50.0,c HH Pandya b SL Malinga,3
1,Rising Pune Supergiant,MK Tiwary,58,48,4,2,120.83,run out (JJ Bumrah),4
1,Rising Pune Supergiant,MS Dhoni,40,26,0,5,153.85,not out,5
2,Mumbai Indians,LMP Simmons,5,13,0,0,38.46,run out (SN Thakur),1
2,Mumbai Indians,PA Patel,52,40,3,3,130.0,c DT Christian b SN Thakur,2
2,Mumbai Indians,RG Sharma,1,2,0,0,50.0,lbw b Washington Sundar,3
2,Mumbai Indians,AT Rayudu,0,3,0,0,0.0,c SPD Smith b Washington Sundar,4
2,Mumbai Indians,KA Pollard,7,10,1,0,70.0,c SPD Smith b Washington Sundar,5
2,Mumbai Indians,HH Pandya,14,10,1,1,140.0,c DT Christian b LH Ferguson,6
2,Mumbai Indians,KH Pandya,15,11,2,0,136.36,c DT Christian b SN Thakur,7
2,Mumbai Indians,MJ McClenaghan,12,11,0,1,109.09,c JD Unadkat b SN Thakur,8
2,Mumbai Indians,KV Sharma,4,7,0,0,57.14,c MS Dhoni b JD Unadkat,9
2,Mumbai Indians,JJ Bumrah,16,11,0,1,145.45,not out,10
2,Mumbai Indians,SL Malinga,7,2,0,1,350.0,not out,11
