innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,Shubman Gill,37,5.2
1,Kolkata Knight Riders,2,N Rana,70,9.1
1,Kolkata Knight Riders,3,SP Narine,98,11.6
1,Kolkata Knight Riders,4,EJG Morgan,114,14.6
1,Kolkata Knight Riders,5,AD Russell,128,16.2
1,Kolkata Knight Riders,6,RA Tripathi,140,17.5
1,Kolkata Knight Riders,7,KD Karthik,162,19.6
1,Kolkata Knight Riders,8,KL Nagarkoti,163,20.2
1,Kolkata Knight Riders,9,Shivam Mavi,166,20.5
1,Kolkata Knight Riders,10,CV Varun,167,20.6
2,Chennai Super Kings,1,F du Plessis,30,4.4
2,Chennai Super Kings,2,AT Rayudu,99,13.1
2,Chennai Super Kings,3,SR Watson,101,14.1
2,Chennai Super Kings,4,MS Dhoni,129,17.3
2,Chennai Super Kings,5,SM Curran,129,18.1
