match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2009-04-18,Mumbai Indians,Newlands,44,35,6,1,125.71,c Z Khan b ST Jayasuriya,2
5,2009-04-20,Royal Challengers Bangalore,St George's Park,65,35,9,2,185.71,run out (R Dravid),2
9,2009-04-23,Delhi Daredevils,Kingsmead,57,27,5,3,211.11,c DP Nannes b PJ Sangwan,2
16,2009-04-27,Deccan Chargers,Kingsmead,49,35,8,0,140.0,c RG Sharma b PP Ojha,2
22,2009-04-30,Rajasthan Royals,SuperSport Park,1,2,0,0,50.0,b YK Pathan,2
26,2009-05-02,Delhi Daredevils,New Wanderers Stadium,30,19,4,1,157.89,c AB de Villiers b PJ Sangwan,2
29,2009-05-04,Deccan Chargers,Buffalo Park,43,26,5,3,165.38,c RP Singh b Shoaib Ahmed,2
34,2009-05-07,Kings XI Punjab,SuperSport Park,89,58,8,6,153.45,c DPMD Jayawardene b S Sreesanth,2
37,2009-05-09,Rajasthan Royals,De Beers Diamond Oval,48,44,4,1,109.09,st NV Ojha b SK Warne,2
44,2009-05-14,Royal Challengers Bangalore,Kingsmead,60,38,5,3,157.89,c R Vinay Kumar b A Kumble,2
47,2009-05-16,Mumbai Indians,St George's Park,60,57,4,1,105.26,not out,2
58,2009-05-23,Royal Challengers Bangalore,New Wanderers Stadium,26,19,2,1,136.84,c MK Pandey b R Vinay Kumar,2
