innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Deccan Chargers,A Symonds,3.0,0,34,1,11.33,5,1,0
1,Deccan Chargers,Harmeet Singh,1.0,0,13,0,13.0,3,2,0
1,Deccan Chargers,MR Marsh,4.0,0,37,1,9.25,10,3,0
1,Deccan Chargers,PP Ojha,4.0,0,24,2,6.0,9,0,0
1,Deccan Chargers,RJ Harris,4.0,0,37,2,9.25,11,3,0
1,Deccan Chargers,RP Singh,4.0,0,38,0,9.5,8,1,0
2,Royal Challengers Bangalore,A Kumble,4.0,0,38,1,9.5,8,1,0
2,Royal Challengers Bangalore,DW Steyn,4.0,0,38,0,9.5,6,3,0
2,Royal Challengers Bangalore,JH Kallis,4.0,0,32,0,8.0,8,0,0
2,Royal Challengers Bangalore,P Kumar,4.0,0,37,1,9.25,10,1,0
2,Royal Challengers Bangalore,R Vinay Kumar,3.2,0,39,1,11.7,2,0,0
