innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,SP Narine,0,1.6
1,Kolkata Knight Riders,2,SP Jackson,19,4.6
1,Kolkata Knight Riders,3,G Gambhir,40,6.5
1,Kolkata Knight Riders,4,YK Pathan,55,10.1
1,Kolkata Knight Riders,5,MK Pandey,103,15.1
1,Kolkata Knight Riders,6,C de Grandhomme,119,17.2
1,Kolkata Knight Riders,7,CR Woakes,129,18.4
1,Kolkata Knight Riders,8,NM Coulter-Nile,152,20.3
2,Rising Pune Supergiant,1,AM Rahane,11,2.4
2,Rising Pune Supergiant,2,SPD Smith,59,5.6
2,Rising Pune Supergiant,3,MK Tiwary,88,9.2
2,Rising Pune Supergiant,4,BA Stokes,131,14.3
2,Rising Pune Supergiant,5,MS Dhoni,139,17.1
2,Rising Pune Supergiant,6,RA Tripathi,150,19.4
