innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,SP Narine,0,6,0,0,0.0,c & b JD Unadkat,1
1,Kolkata Knight Riders,G Gambhir,24,19,3,1,126.32,c AM Rahane b Washington Sundar,2
1,Kolkata Knight Riders,SP Jackson,10,9,2,0,111.11,hit wicket b Washington Sundar,3
1,Kolkata Knight Riders,MK Pandey,37,32,4,1,115.62,c AM Rahane b DT Christian,4
1,Kolkata Knight Riders,YK Pathan,4,9,0,0,44.44,lbw b Imran Tahir,5
1,Kolkata Knight Riders,C de Grandhomme,36,19,3,2,189.47,c Washington Sundar b JD Unadkat,6
1,Kolkata Knight Riders,SA Yadav,30,16,2,2,187.5,not out,7
1,Kolkata Knight Riders,CR Woakes,1,3,0,0,33.33,"run out (SPD Smith, DT Christian)",8
1,Kolkata Knight Riders,NM Coulter-Nile,6,5,0,1,120.0,c Washington Sundar b BA Stokes,9
1,Kolkata Knight Riders,UT Yadav,2,2,0,0,100.0,not out,10
2,Rising Pune Supergiant,AM Rahane,11,9,2,0,122.22,c SP Jackson b UT Yadav,1
2,Rising Pune Supergiant,RA Tripathi,93,52,9,7,178.85,c R Powell b CR Woakes,2
2,Rising Pune Supergiant,SPD Smith,9,9,0,1,100.0,b CR Woakes,3
2,Rising Pune Supergiant,MK Tiwary,8,9,1,0,88.89,b CR Woakes,4
2,Rising Pune Supergiant,BA Stokes,14,15,1,0,93.33,c & b SP Narine,5
2,Rising Pune Supergiant,MS Dhoni,5,9,0,0,55.56,c SP Jackson b Kuldeep Yadav,6
2,Rising Pune Supergiant,DT Christian,9,10,0,1,90.0,not out,7
2,Rising Pune Supergiant,Washington Sundar,1,3,0,0,33.33,not out,8
