match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2023-04-01,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",34,28,3,1,121.43,c RD Chahar b Arshdeep Singh,4
9,2023-04-06,Royal Challengers Bangalore,"Eden Gardens, Kolkata",3,7,0,0,42.86,b DJ Willey,2
13,2023-04-09,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",83,40,8,5,207.5,c Shubman Gill b AS Joseph,3
19,2023-04-14,Sunrisers Hyderabad,"Eden Gardens, Kolkata",10,11,2,0,90.91,c AK Markram b M Jansen,3
22,2023-04-16,Mumbai Indians,"Wankhede Stadium, Mumbai",104,51,6,9,203.92,c D Jansen b RP Meredith,3
28,2023-04-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",0,2,0,0,0.0,c MR Marsh b A Nortje,3
33,2023-04-23,Chennai Super Kings,"Eden Gardens, Kolkata",20,20,2,1,100.0,lbw b MM Ali,3
36,2023-04-26,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",31,26,3,0,119.23,c GJ Maxwell b PWH de Silva,3
39,2023-04-29,Gujarat Titans,"Eden Gardens, Kolkata",11,14,0,0,78.57,lbw b J Little,4
47,2023-05-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7,4,1,0,175.0,c H Klaasen b M Jansen,3
53,2023-05-08,Punjab Kings,"Eden Gardens, Kolkata",11,13,0,0,84.62,c LS Livingstone b RD Chahar,4
56,2023-05-11,Rajasthan Royals,"Eden Gardens, Kolkata",57,42,2,4,135.71,c TA Boult b YS Chahal,3
61,2023-05-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",9,4,2,0,225.0,c RA Jadeja b DL Chahar,3
68,2023-05-20,Lucknow Super Giants,"Eden Gardens, Kolkata",24,15,3,1,160.0,c Ravi Bishnoi b K Gowtham,2
