innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiant,1,AM Rahane,1,1,MA Agarwal,0,4,1,5
1,Rising Pune Supergiant,2,SPD Smith,17,19,AM Rahane,18,14,35,33
1,Rising Pune Supergiant,3,SPD Smith,9,8,BA Stokes,3,3,13,11
1,Rising Pune Supergiant,4,BA Stokes,15,8,MS Dhoni,5,11,22,19
1,Rising Pune Supergiant,5,MK Tiwary,26,16,BA Stokes,32,21,61,37
1,Rising Pune Supergiant,6,DT Christian,17,8,MK Tiwary,13,6,30,14
1,Rising Pune Supergiant,7,MK Tiwary,1,1,R Bhatia,0,0,1,1
2,Kings XI Punjab,1,HM Amla,11,8,M Vohra,14,9,27,17
2,Kings XI Punjab,2,HM Amla,8,6,WP Saha,14,9,22,15
2,Kings XI Punjab,3,AR Patel,23,19,HM Amla,9,13,34,32
2,Kings XI Punjab,4,AR Patel,1,3,GJ Maxwell,0,0,2,3
2,Kings XI Punjab,5,GJ Maxwell,44,20,DA Miller,30,27,79,47
