innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,AR Patel,4.0,0,27,1,6.75,6,2,0
1,Kings XI Punjab,MM Sharma,4.0,0,34,0,8.5,6,0,0
1,Kings XI Punjab,MP Stoinis,3.0,0,28,1,9.33,5,3,0
1,Kings XI Punjab,Sandeep Sharma,4.0,0,33,2,8.25,8,0,0
1,Kings XI Punjab,Swapnil Singh,2.0,0,14,1,7.0,3,0,0
1,Kings XI Punjab,T Natarajan,3.0,0,26,1,8.67,4,0,0
2,Rising Pune Supergiant,AB Dinda,3.0,0,26,1,8.67,7,0,0
2,Rising Pune Supergiant,BA Stokes,4.0,0,32,0,8.0,10,1,0
2,Rising Pune Supergiant,DT Christian,2.0,0,24,0,12.0,4,2,0
2,Rising Pune Supergiant,Imran Tahir,4.0,0,29,2,7.25,8,0,0
2,Rising Pune Supergiant,R Bhatia,2.0,0,20,0,10.0,3,1,0
2,Rising Pune Supergiant,RD Chahar,4.0,0,32,1,8.0,8,4,0
