match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2009-04-19,Kolkata Knight Riders,Newlands,43,26,5,1,165.38,not out,2
8,2009-04-22,Royal Challengers Bangalore,Newlands,13,7,1,1,185.71,lbw b P Kumar,2
12,2009-04-25,Mumbai Indians,Kingsmead,58,44,6,2,131.82,"run out (DJ Bravo, Z Khan)",2
16,2009-04-27,Chennai Super Kings,Kingsmead,69,56,6,2,123.21,not out,2
21,2009-04-30,Delhi Daredevils,SuperSport Park,0,4,0,0,0.0,c AB de Villiers b DP Nannes,2
25,2009-05-02,Rajasthan Royals,St George's Park,8,10,1,0,80.0,lbw b YK Pathan,1
29,2009-05-04,Chennai Super Kings,Buffalo Park,0,2,0,0,0.0,b S Tyagi,2
32,2009-05-06,Mumbai Indians,SuperSport Park,0,5,0,0,0.0,c SR Tendulkar b DS Kulkarni,2
36,2009-05-09,Kings XI Punjab,De Beers Diamond Oval,13,13,1,0,100.0,c DPMD Jayawardene b PP Chawla,2
48,2009-05-16,Kolkata Knight Riders,New Wanderers Stadium,28,34,3,0,82.35,c DJ Hussey b M Kartik,2
49,2009-05-17,Kings XI Punjab,New Wanderers Stadium,26,37,3,0,70.27,c PP Chawla b Yuvraj Singh,2
56,2009-05-21,Royal Challengers Bangalore,SuperSport Park,60,43,3,4,139.53,c MK Pandey b B Akhil,2
57,2009-05-22,Delhi Daredevils,SuperSport Park,0,2,0,0,0.0,b A Nehra,2
59,2009-05-24,Royal Challengers Bangalore,New Wanderers Stadium,53,48,3,2,110.42,not out,2
