innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,Abhishek Sharma,34,22,TM Head,71,27,108,49
1,Sunrisers Hyderabad,2,H Klaasen,21,12,TM Head,31,14,57,26
1,Sunrisers Hyderabad,3,AK Markram,16,8,H Klaasen,46,19,66,27
1,Sunrisers Hyderabad,4,AK Markram,16,9,Abdul Samad,37,10,56,18
2,Royal Challengers Bengaluru,1,V Kohli,42,20,F du Plessis,38,18,80,38
2,Royal Challengers Bengaluru,2,WG Jacks,7,4,F du Plessis,13,6,20,10
2,Royal Challengers Bengaluru,3,RM Patidar,9,5,F du Plessis,1,1,11,6
2,Royal Challengers Bengaluru,4,F du Plessis,10,3,Saurav Chauhan,0,0,10,3
2,Royal Challengers Bengaluru,5,KD Karthik,1,2,Saurav Chauhan,0,1,1,3
2,Royal Challengers Bengaluru,6,KD Karthik,34,14,MK Lomror,19,11,59,25
2,Royal Challengers Bengaluru,7,Anuj Rawat,8,9,KD Karthik,48,19,63,28
2,Royal Challengers Bengaluru,8,Vijaykumar Vyshak,1,2,Anuj Rawat,17,5,18,7
