innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,10,4,Sunrisers Hyderabad,KD Karthik,PJ Cummins,AK Chaudhary,wicket,struck down,False
2,11,3,Sunrisers Hyderabad,MK Lomror,M Markande,R Pandit,wicket,struck down,True
2,18,2,Sunrisers Hyderabad,Anuj Rawat,B Kumar,AK Chaudhary,wicket,struck down,False
