innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,Abhishek Sharma,108,9.1
1,Sunrisers Hyderabad,2,TM Head,165,13.3
1,Sunrisers Hyderabad,3,H Klaasen,231,17.6
2,Royal Challengers Bengaluru,1,V Kohli,80,7.2
2,Royal Challengers Bengaluru,2,WG Jacks,100,8.6
2,Royal Challengers Bengaluru,3,RM Patidar,111,9.6
2,Royal Challengers Bengaluru,4,F du Plessis,121,10.3
2,Royal Challengers Bengaluru,5,Saurav Chauhan,122,10.6
2,Royal Challengers Bengaluru,6,MK Lomror,181,15.1
2,Royal Challengers Bengaluru,7,KD Karthik,244,19.5
