innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,AM Rahane,12,2.5
1,Chennai Super Kings,2,RD Gaikwad,69,8.1
1,Chennai Super Kings,3,S Dube,69,8.2
1,Chennai Super Kings,4,DJ Mitchell,75,9.5
1,Chennai Super Kings,5,MM Ali,101,13.4
1,Chennai Super Kings,6,MJ Santner,122,16.6
1,Chennai Super Kings,7,SN Thakur,150,19.4
1,Chennai Super Kings,8,MS Dhoni,150,19.5
1,Chennai Super Kings,9,RA Jadeja,164,20.4
2,Punjab Kings,1,JM Bairstow,9,2.3
2,Punjab Kings,2,RR Rossouw,9,2.6
2,Punjab Kings,3,Shashank Singh,62,8.6
2,Punjab Kings,4,P Simran Singh,68,9.6
2,Punjab Kings,5,JM Sharma,69,10.4
2,Punjab Kings,6,SM Curran,77,13.1
2,Punjab Kings,7,Ashutosh Sharma,78,13.3
2,Punjab Kings,8,HV Patel,90,15.4
2,Punjab Kings,9,RD Chahar,117,18.3
