innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,M Vijay,44,8.2
1,Chennai Super Kings,2,ML Hayden,47,9.4
1,Chennai Super Kings,3,S Badrinath,67,12.2
1,Chennai Super Kings,4,MS Dhoni,139,18.1
1,Chennai Super Kings,5,JA Morkel,157,20.3
2,Mumbai Indians,1,S Dhawan,1,2.4
2,Mumbai Indians,2,AM Nayar,67,12.2
2,Mumbai Indians,3,Harbhajan Singh,73,12.6
2,Mumbai Indians,4,SR Tendulkar,99,15.2
2,Mumbai Indians,5,SS Tiwary,100,15.5
2,Mumbai Indians,6,JP Duminy,114,17.6
2,Mumbai Indians,7,AT Rayudu,142,19.5
2,Mumbai Indians,8,KA Pollard,142,19.6
2,Mumbai Indians,9,Z Khan,143,20.3
