innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Lucknow Super Giants,1,AK Markram,6,6,MR Marsh,0,0,6,6
1,Lucknow Super Giants,2,MR Marsh,9,9,N Pooran,8,9,17,18
1,Lucknow Super Giants,3,MR Marsh,21,16,RR Pant,28,17,50,33
1,Lucknow Super Giants,4,A Badoni,22,17,RR Pant,7,9,32,25
1,Lucknow Super Giants,5,Abdul Samad,20,11,RR Pant,28,22,53,33
1,Lucknow Super Giants,6,RR Pant,0,1,DA Miller,0,0,0,1
1,Lucknow Super Giants,7,SN Thakur,6,4,DA Miller,0,0,8,4
1,Lucknow Super Giants,8,SN Thakur,6,4,DA Miller,0,0,8,4
2,Chennai Super Kings,1,SK Rasheed,27,19,R Ravindra,23,10,52,29
2,Chennai Super Kings,2,RA Tripathi,8,7,R Ravindra,14,12,22,19
2,Chennai Super Kings,3,RA Tripathi,1,3,RA Jadeja,1,2,2,5
2,Chennai Super Kings,4,S Dube,13,12,RA Jadeja,6,9,20,21
2,Chennai Super Kings,5,V Shankar,9,8,S Dube,4,8,15,16
2,Chennai Super Kings,6,S Dube,26,17,MS Dhoni,26,11,57,27
