innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Lucknow Super Giants,AK Markram,6,6,1,0,100.0,c RA Tripathi b KK Ahmed,1
1,Lucknow Super Giants,MR Marsh,30,25,2,2,120.0,b RA Jadeja,2
1,Lucknow Super Giants,N Pooran,8,9,2,0,88.89,lbw b A Kamboj,3
1,Lucknow Super Giants,RR Pant,63,49,4,4,128.57,c MS Dhoni b M Pathirana,4
1,Lucknow Super Giants,A Badoni,22,17,1,2,129.41,st MS Dhoni b RA Jadeja,5
1,Lucknow Super Giants,Abdul Samad,20,11,0,2,181.82,run out (MS Dhoni),6
1,Lucknow Super Giants,SN Thakur,6,4,1,0,150.0,c SK Rasheed b M Pathirana,8
2,Chennai Super Kings,SK Rasheed,27,19,6,0,142.11,c N Pooran b Avesh Khan,1
2,Chennai Super Kings,R Ravindra,37,22,5,0,168.18,lbw b AK Markram,2
2,Chennai Super Kings,RA Tripathi,9,10,1,0,90.0,c & b Ravi Bishnoi,3
2,Chennai Super Kings,RA Jadeja,7,11,0,0,63.64,c AK Markram b Ravi Bishnoi,4
2,Chennai Super Kings,S Dube,43,37,3,2,116.22,not out,5
2,Chennai Super Kings,V Shankar,9,8,1,0,112.5,c Avesh Khan b DS Rathi,6
2,Chennai Super Kings,MS Dhoni,26,11,4,1,236.36,not out,7
