innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,AK Markram,6,1.6
1,Lucknow Super Giants,2,N Pooran,23,4.6
1,Lucknow Super Giants,3,MR Marsh,73,10.3
1,Lucknow Super Giants,4,A Badoni,105,14.4
1,Lucknow Super Giants,5,Abdul Samad,158,20.1
1,Lucknow Super Giants,6,RR Pant,158,20.2
1,Lucknow Super Giants,7,SN Thakur,166,20.6
2,Chennai Super Kings,1,SK Rasheed,52,5.5
2,Chennai Super Kings,2,R Ravindra,74,8.6
2,Chennai Super Kings,3,RA Tripathi,76,9.5
2,Chennai Super Kings,4,RA Jadeja,96,13.2
2,Chennai Super Kings,5,V Shankar,111,15.6
