innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,A Kamboj,3.0,0,20,1,6.67,9,0,0
1,Chennai Super Kings,J Overton,2.0,0,24,0,12.0,3,0,0
1,Chennai Super Kings,KK Ahmed,4.0,0,38,1,9.5,12,0,0
1,Chennai Super Kings,M Pathirana,4.0,0,45,2,11.25,9,6,1
1,Chennai Super Kings,Noor Ahmad,4.0,0,13,0,3.25,13,1,0
1,Chennai Super Kings,RA Jadeja,3.0,0,24,2,8.0,6,0,0
2,Lucknow Super Giants,AK Markram,4.0,0,25,1,6.25,6,0,0
2,Lucknow Super Giants,Akash Deep,1.0,0,13,0,13.0,2,0,0
2,Lucknow Super Giants,Avesh Khan,3.3,0,32,1,9.14,6,1,0
2,Lucknow Super Giants,DS Rathi,4.0,0,23,1,5.75,10,2,0
2,Lucknow Super Giants,Ravi Bishnoi,3.0,0,18,2,6.0,8,2,0
2,Lucknow Super Giants,SN Thakur,4.0,0,56,0,14.0,7,3,1
