match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2010-03-13,Rajasthan Royals,Brabourne Stadium,4.0,0,43,0,10.75,7,2,0
17,2010-03-22,Kolkata Knight Riders,Brabourne Stadium,4.0,0,38,0,9.5,5,2,0
21,2010-03-25,Chennai Super Kings,"Brabourne Stadium, Mumbai",4.0,0,23,1,5.75,11,3,0
25,2010-03-28,Deccan Chargers,Dr DY Patil Sports Academy,3.0,0,24,0,8.0,8,1,0
27,2010-03-30,Kings XI Punjab,Brabourne Stadium,3.0,0,29,0,9.67,7,0,1
33,2010-04-03,Deccan Chargers,Brabourne Stadium,4.0,0,28,2,7.0,7,0,0
37,2010-04-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",3.0,0,25,0,8.33,5,1,0
41,2010-04-09,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2.0,0,13,0,6.5,5,0,0
52,2010-04-17,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,21,1,5.25,8,0,0
56,2010-04-19,Kolkata Knight Riders,Eden Gardens,3.0,0,26,0,8.67,6,1,0
