match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
8,2009-04-22,Royal Challengers Bangalore,Newlands,9,13,0,0,69.23,"run out (KV Sharma, RV Uthappa)",6
12,2009-04-25,Mumbai Indians,Kingsmead,9,10,0,0,90.0,b SL Malinga,6
21,2009-04-30,Delhi Daredevils,SuperSport Park,16,15,1,0,106.67,b A Nehra,7
29,2009-05-04,Chennai Super Kings,Buffalo Park,2,5,0,0,40.0,c M Muralitharan b SB Jakati,7
32,2009-05-06,Mumbai Indians,SuperSport Park,28,17,2,1,164.71,"run out (DJ Bravo, PR Shah)",6
36,2009-05-09,Kings XI Punjab,De Beers Diamond Oval,32,25,1,2,128.0,"run out (SM Katich, KC Sangakkara)",6
40,2009-05-11,Rajasthan Royals,De Beers Diamond Oval,12,7,2,0,171.43,c RA Jadeja b SK Warne,7
43,2009-05-13,Delhi Daredevils,Kingsmead,1,3,0,0,33.33,c KD Karthik b A Nehra,7
48,2009-05-16,Kolkata Knight Riders,New Wanderers Stadium,7,7,0,0,100.0,not out,6
49,2009-05-17,Kings XI Punjab,New Wanderers Stadium,0,1,0,0,0.0,b Yuvraj Singh,6
56,2009-05-21,Royal Challengers Bangalore,SuperSport Park,8,9,0,0,88.89,"run out (MV Boucher, P Kumar)",6
59,2009-05-24,Royal Challengers Bangalore,New Wanderers Stadium,0,2,0,0,0.0,c LRPL Taylor b A Kumble,6
