innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,Anuj Rawat,7,1.5
1,Royal Challengers Bangalore,2,V Kohli,7,1.6
1,Royal Challengers Bangalore,3,GJ Maxwell,44,6.2
1,Royal Challengers Bangalore,4,SS Prabhudessai,62,8.2
1,Royal Challengers Bangalore,5,Shahbaz Ahmed,132,16.2
1,Royal Challengers Bangalore,6,F du Plessis,181,20.5
2,Lucknow Super Giants,1,Q de Kock,17,3.5
2,Lucknow Super Giants,2,MK Pandey,33,5.6
2,Lucknow Super Giants,3,KL Rahul,64,8.6
2,Lucknow Super Giants,4,DJ Hooda,100,13.3
2,Lucknow Super Giants,5,KH Pandya,108,14.4
2,Lucknow Super Giants,6,A Badoni,135,17.4
2,Lucknow Super Giants,7,MP Stoinis,148,19.2
2,Lucknow Super Giants,8,JO Holder,163,20.5
