match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2009-04-20,Chennai Super Kings,St George's Park,2.0,0,28,0,14.0,0,0,0
8,2009-04-22,Deccan Chargers,Newlands,2.0,0,19,0,9.5,2,0,0
11,2009-04-24,Kings XI Punjab,Kingsmead,4.0,0,51,1,12.75,3,2,0
14,2009-04-26,Delhi Daredevils,St George's Park,3.0,0,37,0,12.33,6,3,0
24,2009-05-01,Kings XI Punjab,Kingsmead,3.0,0,19,0,6.33,8,0,0
28,2009-05-03,Mumbai Indians,New Wanderers Stadium,4.0,0,23,0,5.75,11,1,0
33,2009-05-07,Rajasthan Royals,SuperSport Park,4.0,0,20,1,5.0,12,1,0
38,2009-05-10,Mumbai Indians,St George's Park,3.0,0,23,0,7.67,10,3,0
41,2009-05-12,Kolkata Knight Riders,SuperSport Park,4.0,0,40,0,10.0,11,0,2
44,2009-05-14,Chennai Super Kings,Kingsmead,4.0,1,18,2,4.5,12,0,0
52,2009-05-19,Delhi Daredevils,New Wanderers Stadium,4.0,0,17,1,4.25,11,0,0
56,2009-05-21,Deccan Chargers,SuperSport Park,1.0,0,8,0,8.0,2,0,0
58,2009-05-23,Chennai Super Kings,New Wanderers Stadium,4.0,0,26,1,6.5,11,1,0
59,2009-05-24,Deccan Chargers,New Wanderers Stadium,4.0,0,24,0,6.0,12,0,0
