innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Lucknow Super Giants,MR Marsh,65,39,6,4,166.67,c E Malinga b Harsh Dubey,1
1,Lucknow Super Giants,AK Markram,61,38,4,4,160.53,b HV Patel,2
1,Lucknow Super Giants,RR Pant,7,6,1,0,116.67,c & b E Malinga,3
1,Lucknow Super Giants,N Pooran,45,26,6,1,173.08,run out (Ishan Kishan),4
1,Lucknow Super Giants,A Badoni,3,5,0,0,60.0,c Nithish Kumar Reddy b E Malinga,5
1,Lucknow Super Giants,Abdul Samad,3,6,0,0,50.0,b Nithish Kumar Reddy,6
1,Lucknow Super Giants,SN Thakur,4,1,1,0,400.0,"run out (Ishan Kishan, Nithish Kumar Reddy)",7
1,Lucknow Super Giants,Akash Deep,6,1,0,1,600.0,not out,9
2,Sunrisers Hyderabad,Atharva Taide,13,9,3,0,144.44,c DS Rathi b W O'Rourke,1
2,Sunrisers Hyderabad,Abhishek Sharma,59,20,4,6,295.0,c SN Thakur b DS Rathi,2
2,Sunrisers Hyderabad,Ishan Kishan,35,28,3,2,125.0,b DS Rathi,3
2,Sunrisers Hyderabad,H Klaasen,47,28,4,1,167.86,c RR Pant b SN Thakur,4
2,Sunrisers Hyderabad,PHKD Mendis,32,21,3,0,152.38,retired hurt,5
2,Sunrisers Hyderabad,Aniket Verma,5,2,1,0,250.0,not out,6
2,Sunrisers Hyderabad,Nithish Kumar Reddy,5,2,1,0,250.0,not out,7
