innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Lucknow Super Giants,death,52,5,30,10.4,7,10
1,Lucknow Super Giants,middle,84,2,54,9.33,10,12
1,Lucknow Super Giants,powerplay,69,0,36,11.5,11,14
2,Sunrisers Hyderabad,death,66,2,39,10.15,7,3
2,Sunrisers Hyderabad,middle,72,2,38,11.37,9,10
2,Sunrisers Hyderabad,powerplay,68,1,33,12.36,12,13
