innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Lucknow Super Giants,1,MR Marsh,65,39,AK Markram,47,24,115,63
1,Lucknow Super Giants,2,RR Pant,7,6,AK Markram,2,3,9,9
1,Lucknow Super Giants,3,AK Markram,12,11,N Pooran,21,12,35,22
1,Lucknow Super Giants,4,A Badoni,3,5,N Pooran,7,7,10,12
1,Lucknow Super Giants,5,Abdul Samad,3,5,N Pooran,17,7,25,11
1,Lucknow Super Giants,6,SN Thakur,4,1,Abdul Samad,0,0,5,1
1,Lucknow Super Giants,7,Abdul Samad,0,1,Ravi Bishnoi,0,0,0,1
1,Lucknow Super Giants,8,Akash Deep,6,1,Ravi Bishnoi,0,0,6,1
2,Sunrisers Hyderabad,1,Atharva Taide,13,9,Abhishek Sharma,1,1,17,10
2,Sunrisers Hyderabad,2,Ishan Kishan,19,16,Abhishek Sharma,58,19,82,35
2,Sunrisers Hyderabad,3,H Klaasen,25,12,Ishan Kishan,16,12,41,24
2,Sunrisers Hyderabad,4,PHKD Mendis,31,20,H Klaasen,22,16,55,36
2,Sunrisers Hyderabad,5,Aniket Verma,1,1,PHKD Mendis,1,1,2,2
2,Sunrisers Hyderabad,6,Aniket Verma,4,1,Nithish Kumar Reddy,5,2,9,3
