innings,over,ball,team,player_in,player_out,reason
1,17,1,Sunrisers Hyderabad,Atharva Taide,Zeeshan Ansari,impact_player
1,20,3,Lucknow Super Giants,SN Thakur,MR Marsh,impact_player
