match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2014-04-17,Royal Challengers Bangalore,Sharjah Cricket Stadium,2.0,0,10,0,5.0,6,0,0
6,2014-04-19,Kolkata Knight Riders,Dubai International Cricket Stadium,3.0,0,25,0,8.33,3,0,0
8,2014-04-21,Chennai Super Kings,Sheikh Zayed Stadium,4.0,0,26,0,6.5,6,1,0
12,2014-04-25,Sunrisers Hyderabad,Dubai International Cricket Stadium,2.0,0,19,0,9.5,3,0,0
16,2014-04-27,Mumbai Indians,Sharjah Cricket Stadium,3.0,0,13,0,4.33,9,0,0
28,2014-05-07,Kolkata Knight Riders,Feroz Shah Kotla,2.0,0,24,0,12.0,1,0,0
38,2014-05-13,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,25,0,6.25,10,0,0
41,2014-05-15,Rajasthan Royals,"Sardar Patel Stadium, Motera",3.0,0,25,1,8.33,3,2,0
45,2014-05-19,Kings XI Punjab,Feroz Shah Kotla,4.0,0,27,2,6.75,7,2,0
51,2014-05-23,Mumbai Indians,Wankhede Stadium,4.0,0,31,0,7.75,7,0,0
55,2014-05-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2.0,0,15,0,7.5,5,1,0
