match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2014-04-17,Royal Challengers Bangalore,Sharjah Cricket Stadium,67,48,4,3,139.58,not out,5
6,2014-04-19,Kolkata Knight Riders,Dubai International Cricket Stadium,52,35,3,3,148.57,not out,5
8,2014-04-21,Chennai Super Kings,Sheikh Zayed Stadium,15,14,0,0,107.14,lbw b DR Smith,5
12,2014-04-25,Sunrisers Hyderabad,Dubai International Cricket Stadium,20,7,1,2,285.71,not out,5
16,2014-04-27,Mumbai Indians,Sharjah Cricket Stadium,19,24,0,0,79.17,c AV Wankhade b SL Malinga,3
23,2014-05-03,Rajasthan Royals,Feroz Shah Kotla,39,31,4,1,125.81,c R Bhatia b KW Richardson,5
26,2014-05-05,Chennai Super Kings,Feroz Shah Kotla,28,17,5,0,164.71,not out,6
28,2014-05-07,Kolkata Knight Riders,Feroz Shah Kotla,40,28,0,3,142.86,not out,5
32,2014-05-10,Sunrisers Hyderabad,Feroz Shah Kotla,4,5,0,0,80.0,b B Kumar,6
38,2014-05-13,Royal Challengers Bangalore,M Chinnaswamy Stadium,48,30,3,3,160.0,b MA Starc,5
41,2014-05-15,Rajasthan Royals,"Sardar Patel Stadium, Motera",8,8,0,1,100.0,c KK Nair b PV Tambe,4
45,2014-05-19,Kings XI Punjab,Feroz Shah Kotla,17,21,1,0,80.95,c GJ Maxwell b BE Hendricks,4
51,2014-05-23,Mumbai Indians,Wankhede Stadium,45,29,0,4,155.17,not out,5
55,2014-05-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",8,8,1,0,100.0,c AR Patel b Karanveer Singh,6
