innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,YBK Jaiswal,32,3.5
1,Rajasthan Royals,2,Dhruv Jurel,32,3.6
1,Rajasthan Royals,3,V Suryavanshi,32,4.6
1,Rajasthan Royals,4,R Parag,62,9.6
1,Rajasthan Royals,5,SO Hetmyer,77,11.2
1,Rajasthan Royals,6,D Ferreira,110,16.5
2,Lucknow Super Giants,1,A Badoni,9,1.6
2,Lucknow Super Giants,2,RR Pant,10,2.4
2,Lucknow Super Giants,3,AK Markram,11,3.5
2,Lucknow Super Giants,4,N Pooran,54,10.4
2,Lucknow Super Giants,5,Himmat Singh,91,15.3
2,Lucknow Super Giants,6,MR Marsh,105,16.3
2,Lucknow Super Giants,7,MD Choudhary,111,17.1
2,Lucknow Super Giants,8,Mohammed Shami,113,17.3
2,Lucknow Super Giants,9,MP Yadav,119,18.3
2,Lucknow Super Giants,10,Mohsin Khan,119,18.6
