match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2025-03-22,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",12,10,1,0,120.0,b KH Pandya,6
12,2025-03-31,Mumbai Indians,"Wankhede Stadium, Mumbai",17,14,1,1,121.43,c Naman Dhir b Ashwani Kumar,6
15,2025-04-03,Sunrisers Hyderabad,"Eden Gardens, Kolkata",32,17,4,1,188.24,not out,6
21,2025-04-08,Lucknow Super Giants,"Eden Gardens, Kolkata",38,15,6,2,253.33,not out,8
25,2025-04-11,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",15,12,1,1,125.0,not out,4
31,2025-04-15,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,9,0,0,22.22,st JP Inglis b YS Chahal,6
39,2025-04-21,Gujarat Titans,"Eden Gardens, Kolkata",17,14,1,1,121.43,c Shubman Gill b I Sharma,5
48,2025-04-29,Delhi Capitals,"Arun Jaitley Stadium, Delhi",36,25,3,1,144.0,c MA Starc b V Nigam,6
53,2025-05-04,Rajasthan Royals,"Eden Gardens, Kolkata",19,6,1,2,316.67,not out,6
57,2025-05-07,Chennai Super Kings,"Eden Gardens, Kolkata",9,6,2,0,150.0,c A Mhatre b Noor Ahmad,7
68,2025-05-25,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",9,6,0,1,150.0,c Nithish Kumar Reddy b Harsh Dubey,5
