innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,A Chandila,2.0,0,23,0,11.5,1,0,0
1,Rajasthan Royals,JP Faulkner,4.0,0,35,1,8.75,11,2,0
1,Rajasthan Royals,KK Cooper,4.0,0,39,1,9.75,9,2,0
1,Rajasthan Royals,SK Trivedi,4.0,0,33,1,8.25,10,1,0
1,Rajasthan Royals,SR Watson,4.0,0,29,0,7.25,12,1,0
1,Rajasthan Royals,STR Binny,2.0,0,19,0,9.5,7,1,0
2,Pune Warriors,AD Mathews,3.0,0,34,1,11.33,2,0,0
2,Pune Warriors,B Kumar,4.0,0,38,1,9.5,11,1,0
2,Pune Warriors,K Upadhyay,3.0,0,29,0,9.67,7,1,0
2,Pune Warriors,R Sharma,4.0,0,38,0,9.5,6,1,0
2,Pune Warriors,WD Parnell,3.5,0,27,3,7.04,9,0,0
2,Pune Warriors,Yuvraj Singh,2.0,0,16,0,8.0,1,0,0
