innings,team,wicket_number,player_out,score,over
1,Pune Warriors,1,AJ Finch,97,11.5
1,Pune Warriors,2,Yuvraj Singh,124,14.6
1,Pune Warriors,3,RV Uthappa,129,16.2
1,Pune Warriors,4,AD Mathews,170,20.4
2,Rajasthan Royals,1,R Dravid,98,12.5
2,Rajasthan Royals,2,SR Watson,128,15.5
2,Rajasthan Royals,3,AM Rahane,136,16.6
2,Rajasthan Royals,4,BJ Hodge,150,18.1
2,Rajasthan Royals,5,SV Samson,175,20.2
