innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kings XI Punjab,death,66,2,30,13.2,9,5
1,Kings XI Punjab,middle,80,2,54,8.89,10,21
1,Kings XI Punjab,powerplay,51,0,36,8.5,7,15
2,Mumbai Indians,death,63,3,30,12.6,9,11
2,Mumbai Indians,middle,85,3,54,9.44,9,19
2,Mumbai Indians,powerplay,50,1,36,8.33,8,14
