innings,team,wicket_number,player_out,score,over
1,Gujarat Lions,1,DR Smith,111,11.5
1,Gujarat Lions,2,Ishan Kishan,120,13.4
1,Gujarat Lions,3,SK Raina,120,13.6
1,Gujarat Lions,4,KD Karthik,120,14.1
1,Gujarat Lions,5,AJ Finch,123,14.5
1,Gujarat Lions,6,JP Faulkner,142,17.5
1,Gujarat Lions,7,PJ Sangwan,142,17.6
1,Gujarat Lions,8,Ankit Soni,153,19.5
1,Gujarat Lions,9,P Kumar,154,20.1
1,Gujarat Lions,10,MM Patel,154,20.2
2,Sunrisers Hyderabad,1,S Dhawan,20,3.1
2,Sunrisers Hyderabad,2,MC Henriques,25,3.6
