innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,21,3.4
1,Sunrisers Hyderabad,2,AJ Finch,38,5.6
1,Sunrisers Hyderabad,3,DA Warner,149,19.2
1,Sunrisers Hyderabad,4,DJG Sammy,161,19.6
1,Sunrisers Hyderabad,5,KL Rahul,162,20.2
2,Mumbai Indians,1,RG Sharma,6,2.2
2,Mumbai Indians,2,CJ Anderson,8,3.4
2,Mumbai Indians,3,BR Dunk,31,6.5
2,Mumbai Indians,4,AT Rayudu,108,16.2
2,Mumbai Indians,5,AP Tare,146,18.4
2,Mumbai Indians,6,Harbhajan Singh,149,19.4
2,Mumbai Indians,7,KA Pollard,153,20.1
