innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,AD Russell,4.0,0,20,2,5.0,9,0,0
1,Kolkata Knight Riders,GB Hogg,4.0,0,29,4,7.25,13,0,0
1,Kolkata Knight Riders,PJ Cummins,4.0,0,54,1,13.5,6,2,0
1,Kolkata Knight Riders,PP Chawla,4.0,0,21,1,5.25,13,0,0
1,Kolkata Knight Riders,UT Yadav,2.0,0,16,1,8.0,7,0,0
1,Kolkata Knight Riders,YK Pathan,2.0,0,11,0,5.5,4,0,0
2,Chennai Super Kings,A Nehra,4.0,0,36,0,9.0,11,3,0
2,Chennai Super Kings,DJ Bravo,2.0,0,27,0,13.5,2,0,0
2,Chennai Super Kings,MM Sharma,4.0,0,22,1,5.5,14,0,0
2,Chennai Super Kings,P Negi,4.0,0,23,1,5.75,7,1,0
2,Chennai Super Kings,RA Jadeja,2.0,0,25,0,12.5,1,0,0
2,Chennai Super Kings,RG More,3.5,0,31,1,8.09,2,1,0
