innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Chennai Super Kings,death,44,4,30,8.8,5,8
1,Chennai Super Kings,middle,52,1,54,5.78,6,25
1,Chennai Super Kings,powerplay,69,4,36,11.5,13,19
2,Kolkata Knight Riders,death,79,0,42,11.29,10,9
2,Kolkata Knight Riders,middle,51,2,41,7.46,4,9
2,Kolkata Knight Riders,powerplay,39,1,36,6.5,4,19
