innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,WP Saha,46,5.3
1,Sunrisers Hyderabad,2,MJ Guptill,60,8.2
1,Sunrisers Hyderabad,3,MK Pandey,61,8.5
1,Sunrisers Hyderabad,4,V Shankar,106,14.5
1,Sunrisers Hyderabad,5,YK Pathan,127,16.5
1,Sunrisers Hyderabad,6,Mohammad Nabi,137,17.6
1,Sunrisers Hyderabad,7,Rashid Khan,139,18.3
2,Royal Challengers Bangalore,1,PA Patel,1,1.3
2,Royal Challengers Bangalore,2,V Kohli,18,2.5
2,Royal Challengers Bangalore,3,AB de Villiers,20,3.5
2,Royal Challengers Bangalore,4,SO Hetmyer,164,18.4
2,Royal Challengers Bangalore,5,Gurkeerat Singh,167,19.2
2,Royal Challengers Bangalore,6,Washington Sundar,168,19.3
