innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,PA Patel,37,4.6
1,Mumbai Indians,2,JC Buttler,47,6.1
1,Mumbai Indians,3,N Rana,56,8.2
1,Mumbai Indians,4,RG Sharma,60,9.1
1,Mumbai Indians,5,KH Pandya,84,13.4
1,Mumbai Indians,6,KA Pollard,120,18.1
1,Mumbai Indians,7,Harbhajan Singh,132,19.6
1,Mumbai Indians,8,HH Pandya,135,20.3
2,Delhi Daredevils,1,AP Tare,1,1.4
2,Delhi Daredevils,2,SV Samson,10,2.2
2,Delhi Daredevils,3,SS Iyer,20,4.3
2,Delhi Daredevils,4,CJ Anderson,21,4.6
2,Delhi Daredevils,5,RR Pant,21,6.3
2,Delhi Daredevils,6,KK Nair,24,7.3
2,Delhi Daredevils,7,K Rabada,115,19.4
