match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
23,2023-04-16,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",2.2,0,29,1,12.43,3,1,0
30,2023-04-22,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,18,2,4.5,13,0,0
35,2023-04-25,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",4.0,0,37,3,9.25,10,0,0
39,2023-04-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,21,2,5.25,12,1,0
44,2023-05-02,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",4.0,0,20,0,5.0,11,2,0
48,2023-05-05,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",3.0,0,25,2,8.33,7,3,0
51,2023-05-07,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",4.0,0,26,1,6.5,10,1,0
57,2023-05-12,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,38,0,9.5,7,0,0
62,2023-05-15,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",2.5,0,35,0,12.35,2,1,0
70,2023-05-21,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",4.0,0,39,2,9.75,5,2,0
71,2023-05-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,29,1,7.25,6,0,0
73,2023-05-26,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",4.0,0,35,0,8.75,8,1,1
74,2023-05-29,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",3.0,0,17,2,5.67,6,3,0
