match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2019-03-24,Kolkata Knight Riders,Eden Gardens,39,35,3,1,111.43,b PP Chawla,2
8,2019-03-29,Rajasthan Royals,Rajiv Gandhi International Stadium,45,28,6,1,160.71,c DS Kulkarni b S Gopal,2
11,2019-03-31,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,114,56,12,7,203.57,c UT Yadav b YS Chahal,1
16,2019-04-04,Delhi Capitals,Arun Jaitley Stadium,48,28,9,1,171.43,lbw b R Tewatia,2
19,2019-04-06,Mumbai Indians,Rajiv Gandhi International Stadium,16,10,3,0,160.0,c JJ Bumrah b RD Chahar,2
22,2019-04-08,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,1,6,0,0,16.67,c R Ashwin b Mujeeb Ur Rahman,2
30,2019-04-14,Delhi Capitals,Rajiv Gandhi International Stadium,41,31,5,1,132.26,c K Rabada b KMA Paul,2
33,2019-04-17,Chennai Super Kings,Rajiv Gandhi International Stadium,61,44,3,3,138.64,not out,2
38,2019-04-21,Kolkata Knight Riders,Rajiv Gandhi International Stadium,80,43,7,4,186.05,not out,2
41,2019-04-23,Chennai Super Kings,MA Chidambaram Stadium,0,2,0,0,0.0,c MS Dhoni b Harbhajan Singh,2
