innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,CJ Anderson,4.0,0,47,2,11.75,10,2,0
1,Royal Challengers Bangalore,CR Woakes,3.0,0,31,1,10.33,9,1,0
1,Royal Challengers Bangalore,Mohammed Siraj,4.0,0,34,0,8.5,11,2,0
1,Royal Challengers Bangalore,UT Yadav,4.0,0,36,2,9.0,9,1,0
1,Royal Challengers Bangalore,Washington Sundar,2.0,0,32,0,16.0,2,1,0
1,Royal Challengers Bangalore,YS Chahal,3.0,0,32,0,10.67,7,0,0
2,Mumbai Indians,HH Pandya,1.0,0,4,0,4.0,2,0,0
2,Mumbai Indians,JJ Bumrah,4.0,0,28,2,7.0,11,1,0
2,Mumbai Indians,KH Pandya,4.0,0,28,3,7.0,9,1,0
2,Mumbai Indians,M Markande,4.0,0,25,1,6.25,7,1,0
2,Mumbai Indians,MJ McClenaghan,3.0,0,24,2,8.0,4,0,0
2,Mumbai Indians,Mustafizur Rahman,4.0,0,55,0,13.75,3,0,1
