match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2017-04-08,Kings XI Punjab,Holkar Cricket Stadium,40,23,3,2,173.91,not out,6
13,2017-04-14,Gujarat Lions,Saurashtra Cricket Association Stadium,31,27,2,1,114.81,c Ishan Kishan b AJ Tye,5
17,2017-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,27,11,3,2,245.45,"run out (V Kohli, KM Jadhav)",7
24,2017-04-22,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,17,8,3,0,212.5,not out,6
28,2017-04-24,Mumbai Indians,Wankhede Stadium,22,13,4,0,169.23,lbw b JJ Bumrah,6
30,2017-04-26,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1,2,0,0,50.0,st RV Uthappa b Kuldeep Yadav,5
34,2017-04-29,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,44,35,4,1,125.71,not out,4
39,2017-05-01,Gujarat Lions,Maharashtra Cricket Association Stadium,0,2,0,0,0.0,lbw b Basil Thampi,4
41,2017-05-03,Kolkata Knight Riders,Eden Gardens,8,9,1,0,88.89,b CR Woakes,4
44,2017-05-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",9,5,1,0,180.0,"run out (DA Warner, B Kumar)",7
52,2017-05-12,Delhi Daredevils,Feroz Shah Kotla,60,45,5,3,133.33,b PJ Cummins,4
57,2017-05-16,Mumbai Indians,Wankhede Stadium,58,48,4,2,120.83,run out (JJ Bumrah),4
60,2017-05-21,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",7,8,1,0,87.5,c KA Pollard b MG Johnson,5
