innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bengaluru,1,F du Plessis,41,5.3
1,Royal Challengers Bengaluru,2,RM Patidar,41,5.6
1,Royal Challengers Bengaluru,3,GJ Maxwell,42,6.3
1,Royal Challengers Bengaluru,4,V Kohli,77,12.2
1,Royal Challengers Bengaluru,5,C Green,78,12.4
1,Royal Challengers Bengaluru,6,Anuj Rawat,173,20.6
2,Chennai Super Kings,1,RD Gaikwad,38,4.6
2,Chennai Super Kings,2,R Ravindra,71,7.6
2,Chennai Super Kings,3,AM Rahane,99,11.2
2,Chennai Super Kings,4,DJ Mitchell,110,13.3
