match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2024-03-24,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",11,10,1,0,110.0,c DA Miller b MM Sharma,6
8,2024-03-27,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",42,22,2,3,190.91,not out,6
14,2024-04-01,Rajasthan Royals,"Wankhede Stadium, Mumbai",17,24,1,0,70.83,c TA Boult b N Burger,8
20,2024-04-07,Delhi Capitals,"Wankhede Stadium, Mumbai",45,21,2,4,214.29,not out,6
29,2024-04-14,Chennai Super Kings,"Wankhede Stadium, Mumbai",13,5,0,2,260.0,c R Ravindra b Mustafizur Rahman,6
33,2024-04-18,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",14,7,2,1,200.0,c SM Curran b HV Patel,6
38,2024-04-22,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",3,5,0,0,60.0,c R Parag b Sandeep Sharma,8
43,2024-04-27,Delhi Capitals,"Arun Jaitley Stadium, Delhi",37,17,2,3,217.65,lbw b Mukesh Kumar,7
48,2024-04-30,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",35,18,3,1,194.44,not out,7
51,2024-05-03,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",24,20,1,1,120.0,c SS Iyer b MA Starc,8
60,2024-05-11,Kolkata Knight Riders,"Eden Gardens, Kolkata",0,3,0,0,0.0,c SS Iyer b AD Russell,6
