match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2016-04-09,Mumbai Indians,Wankhede Stadium,4.0,0,16,1,4.0,13,0,0
6,2016-04-14,Gujarat Lions,Saurashtra Cricket Association Stadium,4.0,0,31,2,7.75,8,2,0
10,2016-04-17,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,36,3,9.0,5,0,0
16,2016-04-22,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,2.0,0,29,0,14.5,1,0,0
20,2016-04-24,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,4.0,0,32,1,8.0,10,1,0
22,2016-04-26,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1.0,0,6,0,6.0,1,0,0
25,2016-04-29,Gujarat Lions,Maharashtra Cricket Association Stadium,3.0,0,22,0,7.33,6,0,0
29,2016-05-01,Mumbai Indians,Maharashtra Cricket Association Stadium,2.3,0,25,0,10.0,3,0,0
33,2016-05-05,Delhi Daredevils,Feroz Shah Kotla,3.0,0,31,0,10.33,5,0,0
45,2016-05-14,Kolkata Knight Riders,Eden Gardens,1.0,0,13,0,13.0,3,2,0
