innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,JH Kallis,53,45,7,1,117.78,c S Dhawan b JP Duminy,1
1,Kolkata Knight Riders,MS Bisla,19,21,3,0,90.48,lbw b A Mishra,2
1,Kolkata Knight Riders,G Gambhir,29,18,4,0,161.11,b A Mishra,3
1,Kolkata Knight Riders,MK Tiwary,30,21,2,2,142.86,not out,4
1,Kolkata Knight Riders,YK Pathan,22,15,4,0,146.67,c IR Jaggi b DW Steyn,5
2,Deccan Chargers,S Dhawan,7,7,1,0,100.0,run out (EJG Morgan),1
2,Deccan Chargers,IR Jaggi,3,9,0,0,33.33,b Iqbal Abdulla,2
2,Deccan Chargers,B Chipli,48,40,6,1,120.0,c JH Kallis b R Bhatia,3
2,Deccan Chargers,KC Sangakkara,16,15,2,0,106.67,c JH Kallis b R Bhatia,4
2,Deccan Chargers,JP Duminy,6,8,0,0,75.0,c JH Kallis b Iqbal Abdulla,5
2,Deccan Chargers,DT Christian,25,13,1,2,192.31,c RN ten Doeschate b Iqbal Abdulla,6
2,Deccan Chargers,DB Ravi Teja,14,10,1,1,140.0,c JH Kallis b JD Unadkat,7
2,Deccan Chargers,DW Steyn,13,12,1,0,108.33,b JD Unadkat,8
2,Deccan Chargers,A Mishra,12,5,1,1,240.0,not out,9
2,Deccan Chargers,I Sharma,1,1,0,0,100.0,not out,10
