innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,MS Bisla,51,9.2
1,Kolkata Knight Riders,2,JH Kallis,90,13.3
1,Kolkata Knight Riders,3,G Gambhir,133,17.5
1,Kolkata Knight Riders,4,YK Pathan,163,20.6
2,Deccan Chargers,1,IR Jaggi,10,3.3
2,Deccan Chargers,2,S Dhawan,15,4.2
2,Deccan Chargers,3,KC Sangakkara,53,9.6
2,Deccan Chargers,4,JP Duminy,81,13.2
2,Deccan Chargers,5,B Chipli,88,14.6
2,Deccan Chargers,6,DT Christian,124,17.4
2,Deccan Chargers,7,DB Ravi Teja,127,18.1
2,Deccan Chargers,8,DW Steyn,146,20.4
