innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,Harbhajan Singh,4.0,0,23,3,5.75,10,1,0
1,Mumbai Indians,KA Pollard,1.0,0,6,2,6.0,3,0,0
1,Mumbai Indians,MG Johnson,3.0,0,23,0,7.67,11,1,0
1,Mumbai Indians,PP Ojha,4.0,0,36,0,9.0,9,0,0
1,Mumbai Indians,R Dhawan,4.0,0,30,0,7.5,6,0,0
1,Mumbai Indians,SL Malinga,4.0,0,43,1,10.75,6,2,1
2,Rajasthan Royals,JP Faulkner,4.0,0,36,1,9.0,10,2,0
2,Rajasthan Royals,KK Cooper,4.0,0,33,2,8.25,9,1,0
2,Rajasthan Royals,SK Trivedi,4.0,0,23,1,5.75,10,0,0
2,Rajasthan Royals,SR Watson,2.5,0,34,1,12.0,3,0,0
2,Rajasthan Royals,STR Binny,1.0,0,11,1,11.0,1,0,0
2,Rajasthan Royals,VS Malik,4.0,0,26,0,6.5,9,1,0
