match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2016-04-12,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,26,2,6.5,11,0,0
8,2016-04-16,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",4.0,0,29,1,7.25,7,1,0
12,2016-04-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",4.0,0,32,1,8.0,5,1,0
15,2016-04-21,Gujarat Lions,Saurashtra Cricket Association Stadium,4.0,0,19,1,4.75,10,0,0
18,2016-04-23,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",4.0,1,9,2,2.25,17,0,0
22,2016-04-26,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",2.0,0,21,0,10.5,5,2,0
27,2016-04-30,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",4.0,0,34,1,8.5,7,0,0
34,2016-05-06,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",4.0,0,17,2,4.25,14,0,0
37,2016-05-08,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3.0,0,16,3,5.33,8,2,0
40,2016-05-10,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4.0,0,26,0,6.5,6,0,0
42,2016-05-12,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",4.0,0,39,0,9.75,6,1,0
46,2016-05-15,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",4.0,0,32,1,8.0,9,0,0
52,2016-05-20,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,4.0,0,24,1,6.0,11,2,0
55,2016-05-22,Kolkata Knight Riders,Eden Gardens,4.0,0,32,1,8.0,6,1,0
58,2016-05-25,Kolkata Knight Riders,Feroz Shah Kotla,4.0,0,28,0,7.0,7,0,0
60,2016-05-29,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,37,1,9.25,8,0,0
