innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,PA Patel,34,23,ML Hayden,26,19,61,42
1,Chennai Super Kings,2,MS Dhoni,6,6,PA Patel,2,4,8,10
1,Chennai Super Kings,3,SK Raina,20,19,MS Dhoni,13,14,35,33
1,Chennai Super Kings,4,MS Dhoni,9,10,JA Morkel,12,9,21,19
1,Chennai Super Kings,5,JA Morkel,3,5,JDP Oram,9,7,15,12
1,Chennai Super Kings,6,JA Morkel,5,3,S Badrinath,1,1,6,4
2,Royal Challengers Bangalore,1,JH Kallis,9,7,MK Pandey,8,3,17,10
2,Royal Challengers Bangalore,2,RE van der Merwe,2,5,MK Pandey,3,2,5,7
2,Royal Challengers Bangalore,3,R Dravid,32,29,MK Pandey,37,30,72,58
2,Royal Challengers Bangalore,4,V Kohli,4,6,R Dravid,12,10,16,16
2,Royal Challengers Bangalore,5,LRPL Taylor,17,12,V Kohli,20,11,39,22
