innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Lions,1,JJ Roy,29,19,BB McCullum,5,10,35,29
1,Gujarat Lions,2,SK Raina,0,1,JJ Roy,2,2,2,3
1,Gujarat Lions,3,AJ Finch,3,5,SK Raina,1,1,5,6
1,Gujarat Lions,4,KD Karthik,11,10,SK Raina,4,6,15,16
1,Gujarat Lions,5,KD Karthik,19,19,DR Smith,37,27,56,46
1,Gujarat Lions,6,KD Karthik,0,3,DS Kulkarni,1,1,1,4
1,Gujarat Lions,7,P Kumar,1,1,DS Kulkarni,0,1,1,2
1,Gujarat Lions,8,Basil Thampi,13,8,P Kumar,6,6,20,14
2,Sunrisers Hyderabad,1,DA Warner,23,10,S Dhawan,9,9,32,19
2,Sunrisers Hyderabad,2,MC Henriques,52,39,DA Warner,53,35,108,74
