innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,Akash Madhwal,3.0,0,37,0,12.33,1,0,1
1,Mumbai Indians,Arshad Khan,4.0,0,48,1,12.0,9,1,0
1,Mumbai Indians,C Green,2.0,0,15,0,7.5,7,0,0
1,Mumbai Indians,JC Archer,4.0,0,56,0,14.0,3,2,1
1,Mumbai Indians,K Kartikeya,3.0,0,24,0,8.0,2,3,0
1,Mumbai Indians,PP Chawla,4.0,0,29,2,7.25,7,0,0
2,Punjab Kings,Arshdeep Singh,3.5,0,66,1,17.22,4,2,0
2,Punjab Kings,Harpreet Brar,2.0,0,21,0,10.5,1,0,0
2,Punjab Kings,NT Ellis,4.0,0,34,2,8.5,4,0,0
2,Punjab Kings,R Dhawan,3.0,0,20,1,6.67,10,0,0
2,Punjab Kings,RD Chahar,3.0,0,30,0,10.0,5,0,0
2,Punjab Kings,SM Curran,3.0,0,41,0,13.67,3,1,0
