match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
7,2018-04-12,Mumbai Indians,Rajiv Gandhi International Stadium,14,14,2,0,100.0,c KA Pollard b JJ Bumrah,7
10,2018-04-14,Kolkata Knight Riders,Eden Gardens,17,7,2,1,242.86,not out,7
16,2018-04-19,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,19,13,3,0,146.15,b MM Sharma,4
20,2018-04-22,Chennai Super Kings,Rajiv Gandhi International Stadium,45,27,1,4,166.67,c SK Raina b SN Thakur,6
23,2018-04-24,Mumbai Indians,Wankhede Stadium,29,33,2,1,87.88,c HH Pandya b Mustafizur Rahman,6
25,2018-04-26,Kings XI Punjab,Rajiv Gandhi International Stadium,21,19,1,1,110.53,not out,6
28,2018-04-29,Rajasthan Royals,Sawai Mansingh Stadium,2,3,0,0,66.67,c DS Kulkarni b JC Archer,6
36,2018-05-05,Delhi Daredevils,Rajiv Gandhi International Stadium,27,12,2,2,225.0,not out,5
39,2018-05-07,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,12,7,2,0,171.43,b Mohammed Siraj,6
54,2018-05-19,Kolkata Knight Riders,Rajiv Gandhi International Stadium,2,4,0,0,50.0,c RV Uthappa b SP Narine,5
57,2018-05-22,Chennai Super Kings,Wankhede Stadium,24,29,3,0,82.76,c & b DJ Bravo,6
59,2018-05-25,Kolkata Knight Riders,Eden Gardens,3,7,0,0,42.86,c PP Chawla b Shivam Mavi,6
60,2018-05-27,Chennai Super Kings,Wankhede Stadium,45,25,4,2,180.0,not out,5
