innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,DJ Jacobs,47,6.1
1,Mumbai Indians,2,SR Tendulkar,70,9.2
1,Mumbai Indians,3,AT Rayudu,70,9.4
1,Mumbai Indians,4,KA Pollard,70,10.1
2,Deccan Chargers,1,S Sohal,14,2.5
2,Deccan Chargers,2,S Dhawan,41,6.4
2,Deccan Chargers,3,CL White,54,8.3
2,Deccan Chargers,4,B Chipli,70,10.4
2,Deccan Chargers,5,KC Sangakkara,93,14.3
2,Deccan Chargers,6,DT Christian,99,15.4
2,Deccan Chargers,7,DB Ravi Teja,101,16.3
2,Deccan Chargers,8,DW Steyn,128,19.5
