innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Deccan Chargers,A Mishra,4.0,0,14,2,3.5,14,0,0
1,Deccan Chargers,DT Christian,4.0,0,48,0,12.0,3,0,0
1,Deccan Chargers,DW Steyn,4.0,0,39,0,9.75,8,0,0
1,Deccan Chargers,I Sharma,4.0,0,39,1,9.75,5,1,0
1,Deccan Chargers,PP Ojha,4.0,0,29,1,7.25,8,1,0
2,Mumbai Indians,AN Ahmed,4.0,0,27,0,6.75,8,1,0
2,Mumbai Indians,Harbhajan Singh,4.0,0,27,0,6.75,8,0,0
2,Mumbai Indians,KA Pollard,2.0,0,20,1,10.0,4,2,0
2,Mumbai Indians,MM Patel,4.0,0,35,1,8.75,10,0,0
2,Mumbai Indians,R Sathish,2.0,0,12,0,6.0,4,0,0
2,Mumbai Indians,SL Malinga,4.0,0,9,3,2.25,13,0,0
