match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
8,2012-04-08,Kings XI Punjab,Subrata Roy Sahara Stadium,8,8,0,0,100.0,run out (P Kumar),1
14,2012-04-12,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",7,11,1,0,63.64,"run out (DJ Hussey, AC Gilchrist)",1
16,2012-04-14,Chennai Super Kings,Subrata Roy Sahara Stadium,73,56,7,1,130.36,not out,2
21,2012-04-17,Royal Challengers Bangalore,M Chinnaswamy Stadium,34,22,4,1,154.55,c MA Agarwal b HV Patel,2
24,2012-04-19,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",9,10,2,0,90.0,c DJ Bravo b KMDN Kulasekara,2
27,2012-04-21,Delhi Daredevils,Feroz Shah Kotla,86,58,7,4,148.28,b M Morkel,2
31,2012-04-24,Delhi Daredevils,Subrata Roy Sahara Stadium,0,2,0,0,0.0,b IK Pathan,1
35,2012-04-26,Deccan Chargers,Subrata Roy Sahara Stadium,7,6,1,0,116.67,c DJ Harris b Ankit Sharma,2
45,2012-05-03,Mumbai Indians,Subrata Roy Sahara Stadium,9,13,1,0,69.23,c NLTC Perera b Harbhajan Singh,2
60,2012-05-13,Rajasthan Royals,Sawai Mansingh Stadium,1,2,0,0,50.0,c SR Watson b A Chandila,2
70,2012-05-19,Kolkata Knight Riders,Subrata Roy Sahara Stadium,22,24,0,2,91.67,b YK Pathan,2
