match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
9,2016-04-16,Mumbai Indians,Wankhede Stadium,12,11,1,0,109.09,c HH Pandya b MJ McClenaghan,6
15,2016-04-21,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,5,10,0,0,50.0,c Bipul Sharma b B Kumar,7
44,2016-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,3,6,0,0,50.0,b YS Chahal,7
