match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2014-04-16,Mumbai Indians,Sheikh Zayed Stadium,1,2,0,0,50.0,c RG Sharma b SL Malinga,6
6,2014-04-19,Delhi Daredevils,Dubai International Cricket Stadium,30,22,2,1,136.36,not out,5
19,2014-04-29,Rajasthan Royals,Sheikh Zayed Stadium,29,18,3,0,161.11,not out,6
21,2014-05-02,Chennai Super Kings,JSCA International Stadium Complex,0,1,0,0,0.0,c MM Sharma b RA Jadeja,5
25,2014-05-05,Rajasthan Royals,"Sardar Patel Stadium, Motera",21,14,1,1,150.0,not out,5
40,2014-05-14,Mumbai Indians,Barabati Stadium,9,8,1,0,112.5,c AT Rayudu b SL Malinga,5
47,2014-05-20,Chennai Super Kings,Eden Gardens,46,21,6,2,219.05,not out,4
49,2014-05-22,Royal Challengers Bangalore,Eden Gardens,60,38,5,3,157.89,b AN Ahmed,5
54,2014-05-24,Sunrisers Hyderabad,Eden Gardens,1,5,0,0,20.0,c JO Holder b KV Sharma,6
57,2014-05-27,Kings XI Punjab,Eden Gardens,18,16,2,0,112.5,c DA Miller b Karanveer Singh,4
60,2014-06-01,Kings XI Punjab,M Chinnaswamy Stadium,12,7,2,0,171.43,run out (GJ Bailey),5
