innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CH Gayle,8,3.2
1,Royal Challengers Bangalore,2,V Kohli,11,3.4
1,Royal Challengers Bangalore,3,SS Tiwary,47,7.3
1,Royal Challengers Bangalore,4,AB de Villiers,87,12.3
1,Royal Challengers Bangalore,5,TM Dilshan,133,18.3
1,Royal Challengers Bangalore,6,R Vinay Kumar,134,18.5
2,Mumbai Indians,1,SR Tendulkar,2,1.5
2,Mumbai Indians,2,HH Gibbs,4,2.2
2,Mumbai Indians,3,RG Sharma,19,4.4
2,Mumbai Indians,4,KD Karthik,44,8.5
2,Mumbai Indians,5,DR Smith,51,9.5
