innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,6,6,Rajasthan Royals,JM Bairstow,R Ashwin,Chirra Ravikanthreddy,,struck down,False
1,15,4,Punjab Kings,JM Bairstow,YS Chahal,YC Barde,,struck down,True
2,18,3,Punjab Kings,SO Hetmyer,K Rabada,YC Barde,,struck down,False
