innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,R Dravid,29,5.3
1,Rajasthan Royals,2,SR Watson,123,15.3
1,Rajasthan Royals,3,BJ Hodge,156,19.2
1,Rajasthan Royals,4,AM Rahane,162,20.2
2,Pune Warriors,1,JD Ryder,3,1.5
2,Pune Warriors,2,SC Ganguly,3,1.6
2,Pune Warriors,3,RV Uthappa,11,3.1
2,Pune Warriors,4,AP Majumdar,26,5.5
2,Pune Warriors,5,CJ Ferguson,60,11.1
2,Pune Warriors,6,SPD Smith,89,15.1
2,Pune Warriors,7,B Kumar,106,17.2
2,Pune Warriors,8,AD Mathews,110,18.2
2,Pune Warriors,9,R Sharma,112,18.6
