innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,R Dravid,21,20,4,0,105.0,c RV Uthappa b A Nehra,1
1,Rajasthan Royals,AM Rahane,61,47,7,0,129.79,b AD Mathews,2
1,Rajasthan Royals,SR Watson,58,31,6,4,187.1,b A Nehra,3
1,Rajasthan Royals,BJ Hodge,14,14,0,0,100.0,c SC Ganguly b A Nehra,4
1,Rajasthan Royals,STR Binny,6,5,0,0,120.0,not out,5
1,Rajasthan Royals,J Botha,7,3,1,0,233.33,not out,6
2,Pune Warriors,SC Ganguly,2,4,0,0,50.0,st SP Goswami b A Chandila,1
2,Pune Warriors,JD Ryder,1,2,0,0,50.0,c SR Watson b A Chandila,2
2,Pune Warriors,RV Uthappa,6,6,1,0,100.0,st SP Goswami b A Chandila,3
2,Pune Warriors,AP Majumdar,9,8,2,0,112.5,c & b A Chandila,4
2,Pune Warriors,CJ Ferguson,23,26,2,0,88.46,lbw b J Botha,5
2,Pune Warriors,SPD Smith,37,31,5,0,119.35,c BJ Hodge b J Botha,6
2,Pune Warriors,AD Mathews,23,19,1,0,121.05,c AM Rahane b SR Watson,7
2,Pune Warriors,B Kumar,3,5,0,0,60.0,b SW Tait,8
2,Pune Warriors,M Kartik,8,9,0,0,88.89,not out,9
2,Pune Warriors,R Sharma,0,3,0,0,0.0,c AM Rahane b SR Watson,10
2,Pune Warriors,A Nehra,9,8,1,0,112.5,not out,11
